user_id,username,department,status,hire_date,termination_date,manager_username,device_id,location,hostname,full_name,role,total_iam_events,failed_logins,avg_risk_score,total_endpoint_alerts,critical_alerts,high_alerts,insider_threat_score
EMP11591,dalaja.tak30,Operations,Active,2022-08-30 05:19:00,Not Terminated,manager754,DEV21853,Head_Office,VDR-11591.,Dalaja Tak,Administrator,11.0,1.0,51.09090909090909,0.0,0.0,0.0,27.545454545454547
EMP10173,dalbir.sem96,R&D,On Leave,Unknown,Not Terminated,Unknown,DEV50562,WAREHOUSE,LPT-10173,Dalbir Sem,Engineer,5.0,1.0,73.2,2.0,1.0,0.0,43.6
EMP11962,abhimanyu.krishnamurthy64,Marketing,On Leave,2023-07-14 22:44:18,Not Terminated,Unknown,Unknown,WORK FROM HOME,VDR-11962,Abhimanyu Krishnamurthy,Administrator,4.0,0.0,51.0,4.0,0.0,1.0,28.5
EMP10296,osha.kapur39,IT,Blocked,Unknown,2024-08-19 18:56:50,Unknown,DEV 59792,Remote,VDR-10296,Osha Kapur,Director,78.0,34.0,53.1025641025641,4.0,1.0,1.0,102.55128205128204
EMP10325,liam.tandon27,Sales,Active,2024-07-31 21:29:41,Not Terminated,manager820,DEV 79767,WAREHOUSE,WS-10325,Liam Tandon,Analyst,5.0,0.0,36.4,1.0,0.0,0.0,18.2
EMP11236,jagdish.chaudhry92,Marketing,Active,2021-10-01 11:55:52,Not Terminated,unknown,Unknown,Head_Office,VDR-11236,Jagdish Chaudhry,Director,3.0,2.0,60.666666666666664,4.0,0.0,0.0,34.33333333333333
EMP11988,hemal.gokhale89,Supply Chain,Active,2021-04-02 00:00:00,Not Terminated,Unknown,Unknown,Data_Center,WS-11988,Hemal Gokhale,Specialist,6.0,2.0,54.666666666666664,3.0,0.0,3.0,40.33333333333333
EMP11738,yamini.bala47,Legal,Active,2023-01-19 00:00:00,Not Terminated,manager561,DEV28040,warehouse,WS-11738,Yamini Bala,Manager,3.0,1.0,63.0,1.0,0.0,0.0,33.5
EMP12759,ekanta.gola20,Sales,Active,2022-07-04 05:47:00,Not Terminated,manager514,Unknown,REMOTE,LPT-12759,Ekanta Gola,Trainee,3.0,0.0,39.666666666666664,1.0,0.0,0.0,19.833333333333332
EMP11472,anamika_singh82,Operations,Active,2021-11-17 19:15:29,Not Terminated,manager394,DEV-12368,branch office,LPT-11472,Anamika Singh,Manager,9.0,2.0,54.333333333333336,2.0,0.0,0.0,31.166666666666668
EMP11925,triya.narasimhan75,Human Resources,On Leave,Unknown,2024-04-26 14:13:10,unknown,DEV79932,Unknown,LPT-11925,Triya Narasimhan,Executive,2.0,1.0,69.5,2.0,0.0,0.0,36.75
EMP12714,inaya.kapadia64,Procurement,Active,2021-07-21 18:59:08,Not Terminated,manager272,DEV32601,WAREHOUSE,LPT-12714,Inaya Kapadia,Specialist,3.0,2.0,61.666666666666664,0.0,0.0,0.0,34.83333333333333
EMP10605,owen.kashyap42,Procurement,Active,2024-09-05 00:00:00,Not Terminated,Unknown,Unknown,Warehouse,VDR-10605,Owen Kashyap,Engineer,8.0,1.0,61.375,5.0,0.0,0.0,32.6875
EMP11283,ranbir.kalita61,Operations,Active,2023-05-25 00:04:00,Not Terminated,Unknown,DEV93498,Work From Home,VDR-11283,Ranbir Kalita,Engineer,7.0,1.0,55.714285714285715,2.0,1.0,0.0,34.85714285714286
EMP12671,victor.kumer39,Sales,Active,2020-04-17 11:34:26,Not Terminated,manager277,DEV43953,Head_Office,WS-12671,Victor Kumer,Specialist,8.0,3.0,52.25,2.0,0.0,0.0,32.125
EMP12626,nimrat.rattan2,Sales,Active,2022-03-12 00:00:00,Not Terminated,Unknown,DEV 95036,Remote,LPT-12626,Nimrat Rattan,Engineer,7.0,4.0,33.0,5.0,1.0,1.0,32.5
EMP12881,nirja.virk29,IT,Active,2025-09-06 07:42:30,Not Terminated,manager697,DEV 19065,WORK FROM HOME,WS-12881,Nirja Virk,Specialist,1.0,0.0,50.0,1.0,0.0,1.0,28.0
EMP12669,vyanjana.jayaraman1,Legal,Active,2024-08-22 05:53:21,Not Terminated,manager832,DEV12844,Unknown,WS-12669,Vyanjana Jayaraman,Trainee,9.0,4.0,48.44444444444444,3.0,1.0,0.0,37.22222222222222
EMP10073,eta.saini12,Marketing,Active,2023-03-23 11:29:26,Not Terminated,manager606,Unknown,BRANCH OFFICE,WS-10073,Eta Saini,Trainee,6.0,1.0,42.166666666666664,2.0,0.0,0.0,23.083333333333332
EMP10048,george_dayal65,Brand,Active,Unknown,Not Terminated,manager488,DEV48752,Remote,WS-10048,George Dayal,Director,4.0,3.0,47.75,2.0,0.0,0.0,29.875
EMP12258,megha_bal48,Procurement,Active,2020-04-13 07:52:17,Not Terminated,manager598,Unknown,branch office,LPT-12258,Megha Bal,Consultant,9.0,5.0,49.666666666666664,1.0,0.0,0.0,34.83333333333333
EMP11916,chandran.batta95,Human Resources,Active,2021-05-02 15:21:02,Not Terminated,manager146,DEV46078,head office,VDR-11916,Chandran Batta,Specialist,5.0,1.0,66.8,5.0,0.0,1.0,38.4
EMP11815,yatin.sodhi3,Sales,Active,2025-01-08 09:38:42,Not Terminated,unknown,DEV29289,WORK FROM HOME,VDR-11815,Yatin Sodhi,Director,7.0,1.0,43.285714285714285,8.0,2.0,3.0,42.64285714285714
EMP10535,vansha.dar1,Human Resources,Active,2022-03-28 09:33:40,Not Terminated,manager181,Unknown,data center,VDR-10535,Vansha Dar,Executive,9.0,5.0,36.888888888888886,1.0,0.0,0.0,28.444444444444443
EMP11270,pallavi.prashad61,Human Resources,Active,2022-06-22 01:04:00,Not Terminated,unknown,DEV84352,Work From Home,LPT-11270,Pallavi Prashad,Analyst,5.0,2.0,34.0,1.0,0.0,0.0,21.0
EMP12132,daksha.ratti52,Marketing,Active,2023-11-03 02:43:17,Not Terminated,Unknown,DEV31065,Unknown,LPT-12132,Daksha Ratti,Administrator,6.0,3.0,31.833333333333332,1.0,0.0,0.0,21.916666666666664
EMP11665,oni_goda48,Human Resources,Active,2021-04-09 10:29:03,Not Terminated,manager909,DEV49335,Branch_Office,VDR-11665.,Oni Goda,Executive,48.0,8.0,53.333333333333336,4.0,1.0,0.0,47.66666666666667
EMP11071,faqid.dani64,Human Resources,On Leave,2023-12-21 07:21:00,Not Terminated,manager556,DEV81925,Work From Home,VDR-11071,Faqid Dani,Administrator,4.0,1.0,65.5,1.0,0.0,0.0,34.75
EMP11566,ekani.panchal59,Human Resources,Active,2022-12-16 00:44:32,Not Terminated,manager546,DEV 48759,WAREHOUSE,VDR-11566,Ekani Panchal,Manager,6.0,1.0,55.166666666666664,4.0,0.0,0.0,29.583333333333332
EMP12748,nisha.babu33,Procurement,Active,2020-01-05 13:48:45,Not Terminated,manager559,Unknown,WORK FROM HOME,VDR-12748,Nisha Babu,Executive,6.0,2.0,58.0,5.0,0.0,2.0,39.0
EMP12206,utkarsh.mittal36,Operations,Active,2025-11-10 17:55:15,Not Terminated,manager543,DEV19769,Unknown,WS-12206,Utkarsh Mittal,Specialist,7.0,2.0,58.142857142857146,4.0,0.0,1.0,36.07142857142857
EMP12780,michael.zacharia55,Legal,Terminated,2024-10-01 19:38:24,Unknown,manager682,DEV91577,WORK FROM HOME,LPT-12780,Michael Zacharia,Specialist,5.0,3.0,51.8,4.0,0.0,0.0,31.9
EMP10838,Unknown,Finance,Active,2023-09-14 16:56:00,Not Terminated,manager980,DEV99824,branch office,VDR-10838,Damyanti Dasgupta,Engineer,3.0,0.0,58.333333333333336,5.0,2.0,1.0,42.16666666666667
EMP11094,bimala.narasimhan13,Operations,Active,2025-12-17 03:06:00,Not Terminated,manager669,DEV-34233,Regional_Office,VDR-11094,Bimala Narasimhan,Manager,2.0,1.0,57.0,3.0,1.0,0.0,35.5
EMP11345,lipika.gupta33,IT Support,Active,2022-12-22 13:43:58,Not Terminated,manager619,Unknown,Unknown,VDR-11345,Lipika Gupta,Consultant,4.0,2.0,39.0,2.0,0.0,1.0,26.5
EMP12304,hiral.sheth32,Marketing,Active,2026-01-03 00:00:00,Not Terminated,Unknown,DEV41573,Work_From_Home,LPT-12304,Hiral Sheth,Engineer,5.0,2.0,68.4,3.0,0.0,1.0,41.2
EMP11233,shivansh_karan47,Human Resources,Active,2026-03-11 00:31:04,Not Terminated,manager229,DEV-28161,head office,WS-11233,Shivansh Karan,Engineer,7.0,2.0,40.142857142857146,4.0,1.0,1.0,32.07142857142857
EMP12597,oni.dhar38,Innovation,Active,2020-07-05 16:35:59,Not Terminated,manager470,DEV96820,Unknown,LPT-12597.,Oni Dhar,Trainee,4.0,3.0,40.75,1.0,0.0,0.0,26.375
EMP11846,Unknown,IT,Active,2023-10-26 17:54:56,Not Terminated,manager840,DEV25429,Head_Office,VDR-11846,Chakrika Mohanty,Manager,4.0,3.0,66.25,5.0,1.0,1.0,47.125
EMP12829,wridesh_varkey26,IT,Active,2020-10-07 00:00:00,Not Terminated,manager928,DEV99049,Unknown,LPT-12829,Wridesh Varkey,Manager,1.0,0.0,50.0,0.0,0.0,0.0,25.0
EMP10324,hemal.menon31,Sales,Active,2021-05-30 16:29:11,Not Terminated,manager903,Unknown,regional office,WS-10324,Hemal Menon,Specialist,4.0,3.0,72.25,3.0,0.0,0.0,42.125
EMP10759,rohan.samra17,Operations,Active,2025-09-09 14:54:39,Not Terminated,manager820,DEV21892,BRANCH OFFICE,VDR-10759,Rohan Samra,Administrator,3.0,1.0,62.0,1.0,0.0,0.0,33.0
EMP11509,deepa.keer12,Sales,Active,2021-12-08 02:03:38,Not Terminated,manager879,DEV-49683,BRANCH OFFICE,VDR-11509,Deepa Keer,Manager,4.0,2.0,58.5,1.0,0.0,1.0,36.25
EMP11731,Unknown,Sales,Active,2024-03-25 00:00:00,Not Terminated,manager576,Unknown,DATA CENTER,VDR-11731,Mahika Bhargava,Manager,10.0,3.0,55.1,2.0,1.0,0.0,38.55
EMP12349,chanchal.bobal40,Human Resources,Terminated,2025-04-11 00:00:00,2026-05-29 10:03:53,manager564,DEV-66360,Unknown,LPT-12349,Chanchal Bobal,Engineer,5.0,1.0,31.2,1.0,0.0,0.0,17.6
EMP11883,falak_handa71,Customer Support,Terminated,2025-11-15 06:05:09,2026-06-17 18:31:00,manager202,DEV-81950,work from home,VDR-11883,Falak Handa,Manager,2.0,1.0,59.5,3.0,0.0,0.0,31.75
EMP10599,anmol.sawhney11,R&D,Disabled,2026-01-10 00:39:06,2026-04-23 00:00:00,manager851,DEV 64519,Remote,VDR-10599,Anmol Sawhney,Analyst,1.0,0.0,71.0,1.0,0.0,1.0,38.5
EMP12163,ethan.dhillon39,Finance,Active,2022-06-30 07:19:38,Not Terminated,unknown,DEV42796,Warehouse,VDR-12163,Ethan Dhillon,Administrator,10.0,3.0,52.4,3.0,0.0,1.0,35.2
EMP10433,nandini.ravel92,Finance,On Leave,2022-08-31 00:00:00,Not Terminated,manager104,DEV 92710,DATA CENTER,Unknown,Nandini Ravel,Manager,9.0,2.0,29.444444444444443,4.0,1.0,0.0,23.72222222222222
EMP12379,joshua.dyal71,Brand,Active,2021-11-18 12:22:28,Not Terminated,manager328,DEV 52894,Remote,Unknown,Joshua Dyal,Engineer,6.0,3.0,44.666666666666664,0.0,0.0,0.0,28.333333333333332
EMP11547,ryan.rau52,Human Resources,Active,2025-07-18 16:46:50,Not Terminated,manager818,DEV18559,Remote,WS-11547,Ryan Rau,Consultant,69.0,20.0,58.6231884057971,2.0,0.0,1.0,72.31159420289855
EMP11744,avi.basak59,Finance,Disabled,2024-03-18 00:00:00,2024-08-07 17:03:00,Unknown,DEV76127,regional office,LPT-11744,Avi Basak,Engineer,8.0,3.0,51.25,3.0,1.0,0.0,36.625
EMP10239,jatin.chada37,R&D,Disabled,2023-12-25 02:09:29,2024-06-17 00:00:00,manager848,DEV-27589,Warehouse,WS-10239,Jatin Chada,Officer,2.0,1.0,50.0,1.0,0.0,1.0,30.0
EMP10817,geetika.ganesh63,Call Center,Active,2024-02-29 07:56:16,Not Terminated,manager743,DEV24160,BRANCH OFFICE,WS-10817,Geetika Ganesh,Administrator,5.0,1.0,55.2,5.0,0.0,1.0,32.6
EMP12661,deepa.jha15,R&D,Active,2022-01-20 00:00:00,Not Terminated,Unknown,DEV68143,warehouse,WS-12661,Deepa Jha,Executive,5.0,1.0,40.8,0.0,0.0,0.0,22.4
EMP11177,lekha.jhaveri61,Legal,Active,2021-04-29 07:48:08,Not Terminated,manager757,DEV-11731,Unknown,VDR-11177,Lekha Jhaveri,Consultant,5.0,2.0,57.2,3.0,0.0,1.0,35.6
EMP12963,balendra_rao10,Brand,Active,2020-10-23 00:00:00,Not Terminated,Unknown,Unknown,Regional_Office,VDR-12963,Balendra Rao,Consultant,6.0,1.0,55.166666666666664,3.0,0.0,1.0,32.58333333333333
EMP11730,wridesh.rajan59,Procurement,Active,2024-01-30 10:53:00,Not Terminated,Unknown,DEV-12956,Remote,WS-11730,Wridesh Rajan,Officer,5.0,3.0,63.6,6.0,0.0,0.0,37.8
EMP12533,qarin.hayer3,Finance,Active,Unknown,Not Terminated,Unknown,Unknown,Branch_Office,WS-12533,Qarin Hayer,Officer,7.0,2.0,58.285714285714285,2.0,0.0,0.0,33.14285714285714
EMP12225,pavani.memon61,Finance,Active,2026-02-18 10:34:01,Not Terminated,unknown,DEV-90088,Branch_Office,VDR-12225,Pavani Memon,Officer,5.0,2.0,58.4,7.0,0.0,2.0,39.2
EMP12523,lohit.bhasin66,Human Resources,Active,2020-12-26 14:00:15,Not Terminated,manager692,DEV98661,regional office,WS-12523,Lohit Bhasin,Administrator,8.0,6.0,53.75,3.0,0.0,0.0,38.875
EMP11483,mekhala.choudhary37,R&D,Active,2024-07-12 22:26:01,Not Terminated,Unknown,DEV62435,WORK FROM HOME,LPT-11483.,Mekhala Choudhary,Executive,6.0,2.0,51.0,5.0,1.0,1.0,37.5
EMP10912,mohammed.devan20,Operations,Disabled,2023-09-26 00:00:00,Not Terminated,Unknown,DEV 26119,Work_From_Home,LPT-10912,Mohammed Devan,Consultant,71.0,25.0,55.53521126760563,7.0,1.0,0.0,82.76760563380282
EMP12096,bhavini.mutti77,Operations,Active,2020-02-23 02:12:48,Not Terminated,Unknown,DEV-86475,WORK FROM HOME,VDR-12096,Bhavini Mutti,Executive,11.0,4.0,63.0,5.0,1.0,2.0,50.5
EMP11965,damyanti.madan68,Innovation,Active,2023-06-19 08:55:31,Not Terminated,Unknown,DEV 86881,Work From Home,LPT-11965,Damyanti Madan,Consultant,6.0,2.0,59.0,2.0,0.0,0.0,33.5
EMP10926,ishaan.narang92,Procurement,Active,2020-11-22 22:17:17,Not Terminated,manager696,DEV-78113,Regional Office,WS-10926,Ishaan Narang,Executive,5.0,3.0,53.6,2.0,1.0,0.0,37.8
EMP12212,matthew.bath56,Customer Support,Active,2024-07-01 23:26:07,Not Terminated,unknown,DEV 84154,WAREHOUSE,VDR-12212,Matthew Bath,Officer,7.0,2.0,55.42857142857143,1.0,1.0,0.0,36.714285714285715
EMP11421,bina.kar2,Sales,Active,2022-08-22 08:24:29,Not Terminated,manager477,DEV35544,REMOTE,VDR-11421.,Bina Kar,Trainee,4.0,1.0,48.0,4.0,1.0,0.0,31.0
EMP12579,balveer.nair93,IT,Active,2021-04-17 21:25:00,Not Terminated,unknown,DEV 22006,Regional Office,VDR-12579,Balveer Nair,Executive,63.0,24.0,46.96825396825397,5.0,1.0,1.0,79.48412698412699
EMP10594,gabriel.mistry80,Operations,Active,2024-08-01 00:00:00,Not Terminated,Unknown,DEV 18302,Unknown,WS-10594,Gabriel Mistry,Specialist,6.0,2.0,64.66666666666667,2.0,1.0,0.0,41.333333333333336
EMP10601,urmi.borra25,Customer Support,Active,2024-09-30 02:03:17,Not Terminated,manager208,DEV-33448,warehouse,VDR-10601,Urmi Borra,Engineer,4.0,2.0,51.25,2.0,0.0,0.0,29.625
EMP10637,hitesh.shroff73,Procurement,Active,2023-01-21 04:28:01,Not Terminated,manager898,DEV40266,WAREHOUSE,Unknown,Hitesh Shroff,Engineer,6.0,3.0,37.5,7.0,1.0,0.0,29.75
EMP12899,nidhi.dayal3,Legal,Active,2021-11-14 17:07:51,Not Terminated,manager221,DEV-70315,BRANCH OFFICE,LPT-12899,Nidhi Dayal,Executive,2.0,0.0,72.0,2.0,0.0,1.0,39.0
EMP11795,agastya.kala68,Operations,Active,2023-10-05 20:02:12,Not Terminated,manager481,DEV76526,Unknown,WS-11795,Agastya Kala,Consultant,9.0,4.0,58.888888888888886,2.0,0.0,0.0,37.44444444444444
EMP11010,kiaan.issac82,Marketing,Active,2020-04-09 00:00:00,Not Terminated,Unknown,DEV 98458,Unknown,LPT-11010,Kiaan Issac,Manager,4.0,1.0,59.0,2.0,0.0,1.0,34.5
EMP10680,chanchal.srivastava91,Procurement,Active,2022-08-28 17:15:49,Not Terminated,manager302,DEV-68436,Unknown,VDR-10680,Chanchal Srivastava,Specialist,7.0,3.0,42.142857142857146,3.0,0.0,1.0,30.071428571428573
EMP12431,lohit.raja77,Supply Chain,Active,2021-05-14 20:21:14,Not Terminated,manager303,DEV79054,WAREHOUSE,Unknown,Lohit Raja,Administrator,5.0,1.0,55.2,3.0,0.0,1.0,32.6
EMP11778,viraj.wadhwa36,Marketing,Active,2025-03-19 16:35:57,Not Terminated,Unknown,DEV96391,Data_Center,VDR-11778,Viraj Wadhwa,Specialist,3.0,2.0,34.0,3.0,0.0,0.0,21.0
EMP10414,garima.bedi78,Human Resources,Active,Unknown,Not Terminated,manager482,DEV-63368,Data Center,LPT-10414,Garima Bedi,Engineer,7.0,3.0,46.714285714285715,5.0,0.0,1.0,32.35714285714286
EMP10874,dominic.shenoy64,Human Resources,Active,2022-06-01 17:15:29,Not Terminated,manager272,DEV22265,Head_Office,WS-10874,Dominic Shenoy,Executive,4.0,1.0,48.25,3.0,0.0,0.0,26.125
EMP10527,william.modi62,Legal,Active,Unknown,Not Terminated,manager884,Unknown,Warehouse,Unknown,William Modi,Consultant,5.0,3.0,75.6,6.0,1.0,3.0,57.8
EMP11512,samesh_sangha73,IT,Active,2021-08-28 05:14:55,Not Terminated,manager750,DEV 68017,Data Center,LPT-11512,Samesh Sangha,Specialist,8.0,2.0,36.375,2.0,0.0,1.0,25.1875
EMP12548,nachiket.singh66,Innovation,Active,Unknown,Not Terminated,manager943,Unknown,Regional_Office,WS-12548,Nachiket Singh,Manager,9.0,3.0,33.666666666666664,0.0,0.0,0.0,22.833333333333332
EMP10108,aahana.samra10,R&D,Active,2022-10-17 19:37:32,Not Terminated,unknown,DEV62098,remote,VDR-10108,Aahana Samra,Administrator,6.0,5.0,38.0,2.0,1.0,0.0,34.0
EMP11206,guneet.lalla74,Legal,Active,2025-09-06 06:53:35,Not Terminated,manager248,DEV36025,Unknown,VDR-11206.,Guneet Lalla,Analyst,8.0,3.0,56.875,2.0,0.0,0.0,34.4375
EMP12414,ishani.bava73,Finance,Active,2020-09-17 00:00:00,Not Terminated,manager719,Unknown,Data_Center,Unknown,Ishani Bava,Analyst,3.0,0.0,67.33333333333333,2.0,1.0,0.0,38.666666666666664
EMP12439,zinal.agarwal70,Legal,Active,2024-09-11 11:17:10,Not Terminated,manager895,DEV-23730,Data Center,WS-12439,Zinal Agarwal,Executive,8.0,2.0,53.875,4.0,0.0,1.0,33.9375
EMP11116,sneha.devi66,Call Center,Active,2026-05-06 11:37:20,Not Terminated,manager535,DEV 90777,DATA CENTER,LPT-11116,Sneha Devi,Manager,8.0,2.0,37.25,5.0,0.0,1.0,25.625
EMP10318,saumya.mody46,IT,On Leave,2024-04-19 08:11:24,Not Terminated,manager518,DEV60324,Branch_Office,LPT-10318,Saumya Mody,Trainee,5.0,3.0,39.2,4.0,0.0,0.0,25.6
EMP11951,harsh.dugar36,Marketing,Terminated,2020-10-03 21:07:00,2026-05-29 08:02:08,manager347,DEV76219,WAREHOUSE,VDR-11951,Harsh Dugar,Officer,6.0,1.0,55.166666666666664,4.0,1.0,1.0,37.58333333333333
EMP11161,neel.venkataraman70,Human Resources,Active,2020-11-14 15:52:55,Not Terminated,manager956,DEV23476,Unknown,LPT-11161,Neel Venkataraman,Analyst,8.0,2.0,41.625,1.0,0.0,0.0,24.8125
EMP12700,zilmil.sur74,Finance,Active,2023-07-21 03:27:00,Not Terminated,manager951,DEV89362,Unknown,LPT-12700.,Zilmil Sur,Specialist,6.0,3.0,53.333333333333336,2.0,0.0,1.0,35.66666666666667
EMP11558,neelima.divan52,Brand,Active,Unknown,Not Terminated,manager436,DEV 39651,head office,LPT-11558,Neelima Divan,Specialist,9.0,3.0,49.333333333333336,8.0,1.0,3.0,44.66666666666667
EMP12920,lakshit.yohannan97,Legal,Active,2023-09-22 12:58:00,Not Terminated,unknown,DEV 14911,warehouse,LPT-12920,Lakshit Yohannan,Officer,10.0,4.0,44.5,0.0,0.0,0.0,30.25
EMP10402,bhavini.gaba45,Support,Active,2023-04-17 16:43:21,Not Terminated,Unknown,DEV 39820,Work From Home,VDR-10402,Bhavini Gaba,Director,6.0,0.0,49.0,3.0,0.0,1.0,27.5
EMP11502,wyatt.jani93,Call Center,Terminated,Unknown,2025-06-04 12:25:00,unknown,DEV 91062,Data Center,WS-11502,Wyatt Jani,Officer,6.0,1.0,58.833333333333336,3.0,0.0,1.0,34.41666666666667
EMP10937,ridhi.kumer20,Operations,Active,2023-04-18 02:20:37,Not Terminated,manager504,DEV97097,Work From Home,VDR-10937,Ridhi Kumer,Manager,6.0,1.0,74.33333333333333,3.0,0.0,0.0,39.166666666666664
EMP12004,daksha.mangal11,R&D,Active,2025-02-16 05:30:30,Not Terminated,manager488,DEV98871,branch office,LPT-12004,Daksha Mangal,Analyst,2.0,0.0,14.0,0.0,0.0,0.0,7.0
EMP11261,krishna.nayar56,Customer Support,Active,2020-06-01 15:43:34,Not Terminated,manager849,DEV 45728,Head Office,WS-11261,Krishna Nayar,Consultant,7.0,2.0,44.42857142857143,3.0,0.0,2.0,32.214285714285715
EMP12722,falak.lanka40,Innovation,Active,2024-04-18 00:00:00,Not Terminated,Unknown,DEV48482,REGIONAL OFFICE,LPT-12722,Falak Lanka,Director,5.0,2.0,39.8,6.0,1.0,0.0,28.9
EMP12806,rajata.lalla49,Human Resources,Active,2024-10-08 14:02:10,Not Terminated,manager266,Unknown,Remote,VDR-12806,Rajata Lalla,Manager,4.0,2.0,30.75,3.0,0.0,1.0,22.375
EMP10387,abhimanyu.atwal89,Supply Chain,Disabled,2023-03-21 00:00:00,2026-02-23 03:26:47,manager281,DEV87194,branch office,VDR-10387.,Abhimanyu Atwal,Consultant,4.0,2.0,33.0,4.0,0.0,2.0,26.5
EMP11960,finn.mall2,Finance,Active,2022-11-05 12:43:31,Not Terminated,Unknown,DEV-13853,Work From Home,LPT-11960.,Finn Mall,Engineer,3.0,1.0,50.0,2.0,0.0,2.0,33.0
EMP11850,Unknown,Operations,Active,2026-05-23 20:57:13,Not Terminated,manager816,DEV-65358,Branch Office,WS-11850,Eshana Nigam,Trainee,6.0,3.0,42.833333333333336,4.0,1.0,0.0,32.41666666666667
EMP10810,anika.acharya16,R&D,Active,2025-12-29 12:32:44,Not Terminated,manager839,DEV 74987,Warehouse,LPT-10810,Anika Acharya,Manager,6.0,1.0,38.833333333333336,0.0,0.0,0.0,21.416666666666668
EMP10755,bhavini.acharya76,Innovation,Active,2022-02-05 00:00:00,Not Terminated,manager544,DEV66113,remote,LPT-10755,Bhavini Acharya,Trainee,5.0,0.0,40.6,2.0,1.0,1.0,28.3
EMP11174,max.ganguly91,Finance,Active,2025-12-19 04:18:23,Not Terminated,manager695,DEV65667,Regional Office,LPT-11174,Max Ganguly,Director,4.0,1.0,41.5,3.0,2.0,0.0,32.75
EMP11587,isaac.bora28,Procurement,Active,2023-07-04 11:40:38,Not Terminated,Unknown,DEV53117,HEAD OFFICE,VDR-11587,Isaac Bora,Executive,8.0,1.0,33.375,2.0,0.0,0.0,18.6875
EMP12713,hritik_shukla36,Legal,Active,2024-09-06 06:41:24,Not Terminated,manager188,Unknown,data center,WS-12713,Hritik Shukla,Manager,7.0,2.0,40.285714285714285,1.0,0.0,0.0,24.142857142857142
EMP11235,hritik.dar64,Legal,Active,2025-11-04 14:43:01,Not Terminated,unknown,Unknown,Data_Center,LPT-11235,Hritik Dar,Officer,2.0,1.0,58.0,4.0,1.0,0.0,36.0
EMP11891,Unknown,Human Resources,Active,Unknown,Not Terminated,manager756,DEV43152,WAREHOUSE,LPT-11891,Charita Shenoy,Director,4.0,2.0,53.0,1.0,0.0,1.0,33.5
EMP10070,mekhala.bajwa65,Operations,Active,2023-01-30 06:41:50,Not Terminated,manager948,DEV74251,WORK FROM HOME,WS-10070,Mekhala Bajwa,Analyst,2.0,1.0,36.5,1.0,0.0,0.0,20.25
EMP12760,vrishti.mall91,IT,Active,2020-03-01 09:21:00,Not Terminated,manager872,DEV95069,warehouse,WS-12760,Vrishti Mall,Engineer,5.0,2.0,61.8,4.0,0.0,0.0,34.9
EMP12342,lohit.doctor85,Compliance,Active,2023-04-14 14:55:10,Not Terminated,manager848,DEV 72066,warehouse,VDR-12342,Lohit Doctor,Engineer,2.0,1.0,71.0,2.0,0.0,1.0,40.5
EMP12263,vamakshi.raval28,Finance,Active,2023-03-25 00:00:00,Not Terminated,manager233,DEV 19552,Work_From_Home,LPT-12263,Vamakshi Raval,Consultant,3.0,0.0,64.66666666666667,4.0,0.0,3.0,41.333333333333336
EMP10839,wazir_sheth9,Sales,Active,Unknown,Not Terminated,manager515,Unknown,REMOTE,WS-10839,Wazir Sheth,Director,6.0,2.0,59.333333333333336,1.0,0.0,0.0,33.66666666666667
EMP10056,anvi.parmar57,Supply Chain,Terminated,2026-04-29 10:58:07,Unknown,manager869,DEV-68446,Unknown,VDR-10056,Anvi Parmar,Officer,5.0,2.0,64.0,2.0,0.0,0.0,36.0
EMP12468,manan.mittal77,IT Support,Active,2023-08-03 00:00:00,Not Terminated,manager510,DEV 97197,Data Center,WS-12468,Manan Mittal,Director,3.0,0.0,63.333333333333336,4.0,0.0,0.0,31.666666666666668
EMP11817,brinda.iyer33,R&D,Active,2021-09-27 22:58:00,Not Terminated,manager525,DEV70975,Unknown,VDR-11817,Brinda Iyer,Director,56.0,18.0,46.32142857142857,4.0,0.0,1.0,62.160714285714285
EMP11395,tejas.sami53,Support,Active,2023-03-04 02:25:00,Not Terminated,manager608,DEV-79888,DATA CENTER,WS-11395,Tejas Sami,Administrator,1.0,0.0,81.0,1.0,0.0,0.0,40.5
EMP11556,bishakha_mangat17,Operations,Active,2024-01-24 10:35:34,Not Terminated,Unknown,DEV97612,Unknown,VDR-11556,Bishakha Mangat,Officer,7.0,0.0,67.85714285714286,4.0,0.0,1.0,36.92857142857143
EMP12086,vincent.dube76,R&D,Active,2025-05-21 13:34:35,Not Terminated,manager255,DEV29029,warehouse,LPT-12086,Vincent Dube,Manager,4.0,2.0,45.0,4.0,0.0,0.0,26.5
EMP11904,yashawini.comar81,Innovation,Active,2025-11-12 00:00:00,Not Terminated,Unknown,DEV12565,HEAD OFFICE,LPT-11904,Yashawini Comar,Officer,6.0,2.0,63.333333333333336,4.0,1.0,2.0,46.66666666666667
EMP12501,damyanti.misra13,Marketing,Active,2023-04-30 00:00:00,Not Terminated,Unknown,DEV-30955,Data_Center,WS-12501,Damyanti Misra,Engineer,3.0,0.0,51.0,4.0,0.0,1.0,28.5
EMP12161,omya.sahota27,Legal,Active,Unknown,Not Terminated,manager435,DEV94884,Unknown,WS-12161,Omya Sahota,Consultant,7.0,2.0,46.42857142857143,2.0,0.0,0.0,27.214285714285715
