user_id,username,department,status,hire_date,termination_date,manager_username,device_id,location,hostname,full_name,role
EMP10108,aahana.samra10,R&D,Active,2022-10-17 19:37:32,Not Terminated,unknown,DEV62098,remote,VDR-10108,Aahana Samra,Administrator
EMP11206,guneet.lalla74,Legal,Active,2025-09-06 06:53:35,Not Terminated,manager248,DEV36025,Unknown,VDR-11206.,Guneet Lalla,Analyst
EMP12414,ishani.bava73,Finance,Active,2020-09-17 00:00:00,Not Terminated,manager719,Unknown,Data_Center,Unknown,Ishani Bava,Analyst
EMP12439,zinal.agarwal70,Legal,Active,2024-09-11 11:17:10,Not Terminated,manager895,DEV-23730,Data Center,WS-12439,Zinal Agarwal,Executive
EMP11116,sneha.devi66,Call Center,Active,2026-05-06 11:37:20,Not Terminated,manager535,DEV 90777,DATA CENTER,LPT-11116,Sneha Devi,Manager
EMP10318,saumya.mody46,IT,On Leave,2024-04-19 08:11:24,Not Terminated,manager518,DEV60324,Branch_Office,LPT-10318,Saumya Mody,Trainee
EMP11951,harsh.dugar36,Marketing,Terminated,2020-10-03 21:07:00,2026-05-29 08:02:08,manager347,DEV76219,WAREHOUSE,VDR-11951,Harsh Dugar,Officer
EMP11161,neel.venkataraman70,Human Resources,Active,2020-11-14 15:52:55,Not Terminated,manager956,DEV23476,Unknown,LPT-11161,Neel Venkataraman,Analyst
EMP12700,zilmil.sur74,Finance,Active,2023-07-21 03:27:00,Not Terminated,manager951,DEV89362,Unknown,LPT-12700.,Zilmil Sur,Specialist
EMP11558,neelima.divan52,Brand,Active,Unknown,Not Terminated,manager436,DEV 39651,head office,LPT-11558,Neelima Divan,Specialist
EMP12920,lakshit.yohannan97,Legal,Active,2023-09-22 12:58:00,Not Terminated,unknown,DEV 14911,warehouse,LPT-12920,Lakshit Yohannan,Officer
EMP10402,bhavini.gaba45,Support,Active,2023-04-17 16:43:21,Not Terminated,Unknown,DEV 39820,Work From Home,VDR-10402,Bhavini Gaba,Director
EMP11502,wyatt.jani93,Call Center,Terminated,Unknown,2025-06-04 12:25:00,unknown,DEV 91062,Data Center,WS-11502,Wyatt Jani,Officer
EMP10937,ridhi.kumer20,Operations,Active,2023-04-18 02:20:37,Not Terminated,manager504,DEV97097,Work From Home,VDR-10937,Ridhi Kumer,Manager
EMP12004,daksha.mangal11,R&D,Active,2025-02-16 05:30:30,Not Terminated,manager488,DEV98871,branch office,LPT-12004,Daksha Mangal,Analyst
EMP11261,krishna.nayar56,Customer Support,Active,2020-06-01 15:43:34,Not Terminated,manager849,DEV 45728,Head Office,WS-11261,Krishna Nayar,Consultant
EMP12722,falak.lanka40,Innovation,Active,2024-04-18 00:00:00,Not Terminated,Unknown,DEV48482,REGIONAL OFFICE,LPT-12722,Falak Lanka,Director
EMP12806,rajata.lalla49,Human Resources,Active,2024-10-08 14:02:10,Not Terminated,manager266,Unknown,Remote,VDR-12806,Rajata Lalla,Manager
EMP10387,abhimanyu.atwal89,Supply Chain,Disabled,2023-03-21 00:00:00,2026-02-23 03:26:47,manager281,DEV87194,branch office,VDR-10387.,Abhimanyu Atwal,Consultant
EMP11960,finn.mall2,Finance,Active,2022-11-05 12:43:31,Not Terminated,Unknown,DEV-13853,Work From Home,LPT-11960.,Finn Mall,Engineer
EMP11850,Unknown,Operations,Active,2026-05-23 20:57:13,Not Terminated,manager816,DEV-65358,Branch Office,WS-11850,Eshana Nigam,Trainee
EMP10810,anika.acharya16,R&D,Active,2025-12-29 12:32:44,Not Terminated,manager839,DEV 74987,Warehouse,LPT-10810,Anika Acharya,Manager
EMP10755,bhavini.acharya76,Innovation,Active,2022-02-05 00:00:00,Not Terminated,manager544,DEV66113,remote,LPT-10755,Bhavini Acharya,Trainee
EMP11174,max.ganguly91,Finance,Active,2025-12-19 04:18:23,Not Terminated,manager695,DEV65667,Regional Office,LPT-11174,Max Ganguly,Director
EMP11587,isaac.bora28,Procurement,Active,2023-07-04 11:40:38,Not Terminated,Unknown,DEV53117,HEAD OFFICE,VDR-11587,Isaac Bora,Executive
EMP12713,hritik_shukla36,Legal,Active,2024-09-06 06:41:24,Not Terminated,manager188,Unknown,data center,WS-12713,Hritik Shukla,Manager
EMP11235,hritik.dar64,Legal,Active,2025-11-04 14:43:01,Not Terminated,unknown,Unknown,Data_Center,LPT-11235,Hritik Dar,Officer
EMP11891,Unknown,Human Resources,Active,Unknown,Not Terminated,manager756,DEV43152,WAREHOUSE,LPT-11891,Charita Shenoy,Director
EMP10070,mekhala.bajwa65,Operations,Active,2023-01-30 06:41:50,Not Terminated,manager948,DEV74251,WORK FROM HOME,WS-10070,Mekhala Bajwa,Analyst
EMP12760,vrishti.mall91,IT,Active,2020-03-01 09:21:00,Not Terminated,manager872,DEV95069,warehouse,WS-12760,Vrishti Mall,Engineer
EMP12342,lohit.doctor85,Compliance,Active,2023-04-14 14:55:10,Not Terminated,manager848,DEV 72066,warehouse,VDR-12342,Lohit Doctor,Engineer
EMP12263,vamakshi.raval28,Finance,Active,2023-03-25 00:00:00,Not Terminated,manager233,DEV 19552,Work_From_Home,LPT-12263,Vamakshi Raval,Consultant
EMP10839,wazir_sheth9,Sales,Active,Unknown,Not Terminated,manager515,Unknown,REMOTE,WS-10839,Wazir Sheth,Director
EMP10056,anvi.parmar57,Supply Chain,Terminated,2026-04-29 10:58:07,Unknown,manager869,DEV-68446,Unknown,VDR-10056,Anvi Parmar,Officer
EMP12468,manan.mittal77,IT Support,Active,2023-08-03 00:00:00,Not Terminated,manager510,DEV 97197,Data Center,WS-12468,Manan Mittal,Director
EMP11817,brinda.iyer33,R&D,Active,2021-09-27 22:58:00,Not Terminated,manager525,DEV70975,Unknown,VDR-11817,Brinda Iyer,Director
EMP11395,tejas.sami53,Support,Active,2023-03-04 02:25:00,Not Terminated,manager608,DEV-79888,DATA CENTER,WS-11395,Tejas Sami,Administrator
EMP11556,bishakha_mangat17,Operations,Active,2024-01-24 10:35:34,Not Terminated,Unknown,DEV97612,Unknown,VDR-11556,Bishakha Mangat,Officer
EMP12086,vincent.dube76,R&D,Active,2025-05-21 13:34:35,Not Terminated,manager255,DEV29029,warehouse,LPT-12086,Vincent Dube,Manager
EMP11904,yashawini.comar81,Innovation,Active,2025-11-12 00:00:00,Not Terminated,Unknown,DEV12565,HEAD OFFICE,LPT-11904,Yashawini Comar,Officer
EMP12501,damyanti.misra13,Marketing,Active,2023-04-30 00:00:00,Not Terminated,Unknown,DEV-30955,Data_Center,WS-12501,Damyanti Misra,Engineer
EMP12161,omya.sahota27,Legal,Active,Unknown,Not Terminated,manager435,DEV94884,Unknown,WS-12161,Omya Sahota,Consultant
EMP10309,hardik.dani22,Sales,Active,2023-08-17 16:24:00,Not Terminated,Unknown,Unknown,Branch_Office,Unknown,Hardik Dani,Officer
EMP11961,benjamin_srinivasan15,Customer Support,Terminated,2022-01-29 06:43:42,Unknown,manager819,DEV78664,Work_From_Home,VDR-11961,Benjamin Srinivasan,Executive
EMP11253,bachittar.sathe85,R&D,Active,2022-03-30 15:15:02,Not Terminated,Unknown,DEV 73269,REMOTE,VDR-11253,Bachittar Sathe,Administrator
EMP11228,tanmayi.dhar12,Human Resources,Active,2024-05-03 14:22:00,Not Terminated,Unknown,DEV37259,WORK FROM HOME,Unknown,Tanmayi Dhar,Trainee
EMP12769,banjeet.savant73,Procurement,Active,2025-01-07 02:13:31,Not Terminated,Unknown,Unknown,branch office,LPT-12769,Banjeet Savant,Director
EMP11537,nachiket.subramaniam52,Procurement,Active,2021-11-30 18:21:41,Not Terminated,manager254,DEV 61111,Head Office,VDR-11537,Nachiket Subramaniam,Administrator
EMP11741,warda.rajagopal65,Customer Support,Active,2024-09-06 04:25:11,Not Terminated,manager268,DEV-85427,Warehouse,LPT-11741,Warda Rajagopal,Analyst
EMP11351,raksha.de11,Human Resources,Active,2026-03-30 07:22:18,Not Terminated,manager850,DEV-85292,Warehouse,VDR-11351,Raksha De,Engineer
EMP11376,matthew.dalal24,R&D,Terminated,2024-05-23 02:34:00,Unknown,manager103,Unknown,BRANCH OFFICE,LPT-11376.,Matthew Dalal,Administrator
EMP12162,megha.garg48,Procurement,Active,2025-01-19 20:36:12,Not Terminated,Unknown,DEV11006,DATA CENTER,WS-12162,Megha Garg,Analyst
EMP12813,damyanti.palan49,IT,Active,2020-08-16 21:24:55,Not Terminated,manager408,Unknown,branch office,LPT-12813,Damyanti Palan,Consultant
EMP11861,wazir.khatri54,IT,Disabled,2026-07-16 00:00:00,Not Terminated,Unknown,DEV-93888,Unknown,VDR-11861,Wazir Khatri,Officer
EMP12716,lakshmi.sen22,Sales,Disabled,2024-04-05 12:00:42,2025-05-07 10:48:06,manager879,DEV 53940,Remote,WS-12716,Lakshmi Sen,Administrator
EMP12709,manan.jhaveri26,Legal,Active,2026-01-22 19:40:32,Not Terminated,manager545,DEV 90900,Head Office,VDR-12709,Manan Jhaveri,Manager
EMP11659,vritti.sundaram41,Operations,Active,2020-07-24 03:02:16,Not Terminated,manager423,Unknown,regional office,LPT-11659,Vritti Sundaram,Engineer
EMP10436,omkaar_pau69,Sales,Active,2025-10-03 13:59:57,Not Terminated,manager851,DEV79603,Head Office,WS-10436,Omkaar Pau,Consultant
EMP12078,omya.comar71,Sales,Active,2024-02-28 02:24:49,Not Terminated,manager802,DEV44774,Head_Office,LPT-12078,Omya Comar,Executive
EMP11222,vasatika.saraf30,Human Resources,Active,2023-05-02 00:00:00,Not Terminated,unknown,DEV92764,WAREHOUSE,LPT-11222,Vasatika Saraf,Executive
EMP11491,zarna.mandal21,Sales,Active,2025-10-19 23:21:55,Not Terminated,manager987,DEV 10902,Unknown,LPT-11491,Zarna Mandal,Trainee
EMP11912,vinaya.ravi27,Human Resources,Active,2022-02-16 16:57:51,Not Terminated,unknown,DEV25568,BRANCH OFFICE,VDR-11912,Vinaya Ravi,Consultant
EMP10313,nathaniel.seshadri86,R&D,Active,2023-05-04 14:12:09,Not Terminated,manager456,DEV 88246,regional office,WS-10313,Nathaniel Seshadri,Officer
EMP10233,onveer.borah62,Sales,Terminated,Unknown,2026-01-14 08:21:00,manager700,DEV45537,Work From Home,VDR-10233,Onveer Borah,Engineer
EMP11436,christopher.sarna67,Innovation,Active,2024-11-01 22:11:19,Not Terminated,manager819,DEV60551,HEAD OFFICE,VDR-11436,Christopher Sarna,Executive
EMP10685,anamika.sundaram14,Operations,Active,2023-05-30 07:02:00,Not Terminated,manager344,Unknown,Regional Office,LPT-10685,Anamika Sundaram,Officer
EMP12918,nitara.gulati69,Sales,Active,2024-02-10 20:42:46,Not Terminated,Unknown,DEV 18374,Head Office,WS-12918,Nitara Gulati,Manager
EMP10111,jai.memon6,Operations,Active,2022-01-28 16:40:49,Not Terminated,manager679,DEV 59131,remote,WS-10111,Jai Memon,Analyst
EMP11213,divya.gupta70,Compliance,Active,2022-05-30 00:31:00,Not Terminated,manager977,Unknown,REMOTE,VDR-11213,Divya Gupta,Director
EMP11413,tejas.vora50,Operations,Active,2026-09-04 14:30:00,Not Terminated,unknown,DEV89269,work from home,VDR-11413,Tejas Vora,Specialist
EMP11127,kritika.gole37,IT Support,Terminated,2021-05-13 01:45:00,2025-10-06 04:35:00,unknown,DEV53412,Data Center,WS-11127,Kritika Gole,Executive
EMP12916,kashvi.toor41,R&D,Active,2024-01-26 00:00:00,Not Terminated,manager791,DEV-94372,remote,LPT-12916,Kashvi Toor,Analyst
EMP11971,aachal.cheema98,IT Support,Active,2026-04-05 03:15:00,Not Terminated,manager279,Unknown,Branch Office,VDR-11971,Aachal Cheema,Director
EMP10472,aryan.gour66,Brand,Active,2021-09-16 03:22:00,Not Terminated,manager831,DEV82559,Work_From_Home,WS-10472,Aryan Gour,Officer
EMP12835,reva.pal71,Sales,Active,2025-05-02 00:00:00,Not Terminated,manager571,DEV-89596,remote,VDR-12835.,Reva Pal,Engineer
EMP12251,isaac.rajagopal76,Marketing,Active,2022-05-27 18:11:04,Not Terminated,manager954,DEV-54536,Unknown,VDR-12251,Isaac Rajagopal,Trainee
EMP10903,unni.guha76,Operations,Active,2022-06-30 13:02:43,Not Terminated,manager499,DEV96108,Work From Home,VDR-10903,Unni Guha,Specialist
EMP10897,tanvi.singh95,R&D,Active,2021-09-17 12:52:50,Not Terminated,manager949,DEV-68918,Unknown,Unknown,Tanvi Singh,Trainee
EMP12448,aarna.magar22,Procurement,Active,2021-09-26 00:00:00,Not Terminated,manager619,Unknown,Unknown,LPT-12448,Aarna Magar,Consultant
EMP11939,ekbal.walia16,Sales,Active,2022-09-26 00:00:00,Not Terminated,manager150,Unknown,branch office,WS-11939,Ekbal Walia,Director
EMP12293,nidhi.pillai54,Innovation,Active,2023-02-19 02:53:56,Not Terminated,Unknown,DEV58089,Warehouse,Unknown,Nidhi Pillai,Analyst
EMP12896,pahal.shere50,Legal,Active,2025-06-18 09:00:01,Not Terminated,unknown,DEV38001,Work From Home,VDR-12896.,Pahal Shere,Executive
EMP12684,omaja.venkatesh99,Sales,Active,2026-04-23 18:36:26,Not Terminated,Unknown,Unknown,Head_Office,VDR-12684,Omaja Venkatesh,Analyst
EMP10361,onkar.butala89,IT Support,Disabled,2026-09-03 09:05:00,2026-04-18 00:00:00,manager343,DEV59319,Head_Office,VDR-10361,Onkar Butala,Consultant
EMP10135,jagdish.comar6,Customer Support,Active,2024-01-28 00:00:00,Not Terminated,Unknown,Unknown,Data_Center,VDR-10135,Jagdish Comar,Administrator
EMP11309,sachi.venkatesh74,Customer Support,Active,2022-06-07 20:22:01,Not Terminated,manager859,DEV 74369,branch office,WS-11309,Sachi Venkatesh,Engineer
EMP12995,harrison.mangal35,Procurement,Active,2022-04-25 00:00:00,Not Terminated,Unknown,DEV35518,WORK FROM HOME,LPT-12995,Harrison Mangal,Analyst
EMP12328,eesha.nigam82,R&D,Terminated,2025-02-17 16:00:01,2025-02-18 18:32:55,manager973,DEV 34917,Regional Office,VDR-12328,Eesha Nigam,Engineer
EMP10366,zinal.saha75,Human Resources,Active,2023-06-16 23:46:22,Not Terminated,manager466,Unknown,head office,LPT-10366,Zinal Saha,Executive
EMP11017,kalpit.mannan92,Marketing,Active,2025-03-04 05:46:00,Not Terminated,manager568,DEV-64401,Warehouse,LPT-11017,Kalpit Mannan,Director
EMP10029,victor.guha7,Procurement,Active,2024-04-26 00:00:00,Not Terminated,manager290,DEV 30635,WAREHOUSE,VDR-10029,Victor Guha,Trainee
EMP12578,krisha.bansal35,Legal,Active,2024-09-06 10:58:23,Not Terminated,manager759,DEV17034,data center,LPT-12578,Krisha Bansal,Director
EMP10022,zarna.chawla28,Call Center,Active,2024-01-09 11:25:06,Not Terminated,unknown,DEV85525,Regional_Office,VDR-10022,Zarna Chawla,Executive
EMP11924,chandani.palan99,IT,Active,2023-12-15 00:00:00,Not Terminated,Unknown,DEV59220,data center,WS-11924,Chandani Palan,Engineer
EMP11100,vasatika.buch89,Operations,Active,2025-11-07 07:48:07,Not Terminated,manager939,Unknown,remote,VDR-11100,Vasatika Buch,Officer
EMP10420,yauvani_narasimhan28,Sales,Active,2024-05-13 17:01:23,Not Terminated,manager899,DEV 45269,regional office,LPT-10420,Yauvani Narasimhan,Engineer
EMP12390,hemani.mohanty26,Marketing,Active,2021-01-16 16:47:15,Not Terminated,manager538,DEV 18876,data center,WS-12390,Hemani Mohanty,Director
EMP10460,jatin.mangal83,Legal,Active,2024-11-15 08:34:52,Not Terminated,manager977,Unknown,Unknown,LPT-10460,Jatin Mangal,Director
EMP10043,deepa.wagle29,Sales,Active,2025-08-12 15:38:29,Not Terminated,manager436,DEV 39831,REMOTE,WS-10043,Deepa Wagle,Trainee
EMP10087,janani.dyal31,Finance,Active,2025-11-11 19:14:14,Not Terminated,manager398,DEV 10350,Unknown,LPT-10087,Janani Dyal,Officer
EMP10859,gautami.kibe60,Sales,Active,2023-08-25 13:21:10,Not Terminated,manager252,Unknown,REGIONAL OFFICE,LPT-10859,Gautami Kibe,Administrator
EMP10572,baljiwan.yadav12,R&D,Active,2020-02-02 00:00:00,Not Terminated,manager934,DEV44053,Unknown,WS-10572,Baljiwan Yadav,Administrator
EMP10944,quincy.goda70,Finance,Active,2021-04-24 04:01:34,Not Terminated,manager517,DEV-43496,Branch_Office,LPT-10944,Quincy Goda,Administrator
EMP10282,theodore_bajaj68,IT,Active,2020-05-24 15:54:43,Not Terminated,unknown,DEV-84289,Branch Office,VDR-10282,Theodore Bajaj,Engineer
EMP12658,nathaniel.mody8,Legal,Active,2026-06-17 14:25:39,Not Terminated,manager321,Unknown,Unknown,LPT-12658,Nathaniel Mody,Officer
EMP12466,ojasvi.natt3,Human Resources,Terminated,2020-04-18 00:00:00,2025-08-31 00:17:54,unknown,DEV-64322,data center,LPT-12466,Ojasvi Natt,Officer
EMP12932,dalbir.ahuja10,Customer Support,Active,2022-09-06 16:21:00,Not Terminated,unknown,DEV82327,Data_Center,VDR-12932,Dalbir Ahuja,Manager
EMP12476,laksh.kakar31,Finance,Active,2024-07-23 00:00:00,Not Terminated,manager849,DEV 65784,Data_Center,LPT-12476,Laksh Kakar,Trainee
EMP10533,ayaan.kalita91,Legal,Active,2023-10-19 12:31:39,Not Terminated,Unknown,DEV25608,Work_From_Home,VDR-10533,Ayaan Kalita,Executive
EMP10776,ijaya.goda34,Operations,Active,2022-12-04 07:05:30,Not Terminated,manager559,DEV14546,BRANCH OFFICE,VDR-10776,Ijaya Goda,Executive
EMP12527,joshua.dash97,Operations,Disabled,Unknown,2026-08-23 18:46:51,Unknown,Unknown,Work From Home,VDR-12527,Joshua Dash,Manager
EMP12430,mekhala.loyal73,Human Resources,Active,Unknown,Not Terminated,manager724,Unknown,Data Center,VDR-12430,Mekhala Loyal,Manager
EMP12464,Unknown,Legal,Active,2021-08-18 05:22:53,Not Terminated,unknown,DEV 44217,Head_Office,Unknown,Zaitra Nori,Administrator
EMP12179,bhavika_naidu97,Sales,Disabled,2022-04-13 00:00:00,2025-12-07 00:00:00,Unknown,Unknown,Unknown,WS-12179,Bhavika Naidu,Officer
EMP10809,Unknown,Finance,Active,2023-06-20 00:00:00,Not Terminated,manager421,DEV38085,Data Center,WS-10809,Advaith Tiwari,Consultant
EMP10964,bahadurjit.ramanathan73,Sales,Disabled,2020-03-12 19:45:56,Not Terminated,manager645,Unknown,Regional_Office,WS-10964,Bahadurjit Ramanathan,Officer
EMP10978,girish.tata8,Finance,On Leave,Unknown,Not Terminated,manager697,DEV77256,Unknown,WS-10978,Girish Tata,Administrator
EMP10691,Unknown,IT,Active,Unknown,Not Terminated,manager557,DEV69372,Unknown,LPT-10691,Joshua Viswanathan,Executive
EMP10932,ayush.zacharia48,Human Resources,Active,2024-11-11 09:52:12,Not Terminated,manager635,Unknown,work from home,WS-10932,Ayush Zacharia,Specialist
EMP11241,bhavani.shetty89,IT Support,Disabled,2021-12-23 00:00:00,2025-04-04 00:00:00,manager317,Unknown,Branch Office,WS-11241,Bhavani Shetty,Consultant
EMP12259,yashasvi.mammen73,Procurement,Active,2024-08-28 00:00:00,Not Terminated,manager659,DEV 62138,Regional_Office,LPT-12259,Yashasvi Mammen,Analyst
EMP11672,ishwar.ganesan93,Marketing,Active,Unknown,Not Terminated,Unknown,DEV46915,branch office,WS-11672.,Ishwar Ganesan,Officer
EMP11426,qasim.gade91,IT,On Leave,2021-08-26 07:17:00,Not Terminated,manager855,DEV 46369,HEAD OFFICE,VDR-11426,Qasim Gade,Consultant
EMP10221,wakeeta.sur18,Operations,On Leave,Unknown,Not Terminated,Unknown,DEV-61505,remote,LPT-10221,Wakeeta Sur,Specialist
EMP10543,bhavna.ramesh73,R&D,Active,2024-12-28 04:57:23,Not Terminated,Unknown,DEV 70142,Work_From_Home,WS-10543,Bhavna Ramesh,Engineer
EMP11286,quincy.saran73,R&D,Active,2024-06-24 00:00:00,Not Terminated,manager420,DEV-67264,branch office,WS-11286,Quincy Saran,Officer
EMP12209,gaurang.pathak52,Supply Chain,Active,2025-03-26 00:00:00,Not Terminated,manager891,DEV71529,Remote,VDR-12209,Gaurang Pathak,Specialist
EMP10789,jasmit.bose49,Marketing,Blocked,2022-08-02 00:00:00,2025-09-24 13:19:49,manager127,Unknown,Data_Center,LPT-10789,Jasmit Bose,Officer
EMP10794,zashil.mistry18,Operations,Active,2023-01-11 00:00:00,Not Terminated,manager398,DEV 57338,Unknown,WS-10794,Zashil Mistry,Executive
EMP11720,faqid.dixit37,R&D,Active,Unknown,Not Terminated,manager289,DEV-95381,Data Center,VDR-11720,Faqid Dixit,Analyst
EMP12005,xavier.date15,Sales,Active,2023-12-24 04:18:21,Not Terminated,manager687,Unknown,Unknown,VDR-12005,Xavier Date,Director
EMP11563,jeet.raju59,Procurement,Active,2025-07-29 10:40:39,Not Terminated,unknown,Unknown,WAREHOUSE,WS-11563,Jeet Raju,Administrator
EMP10612,omya.ram43,Operations,Active,2025-02-14 06:51:53,Not Terminated,Unknown,DEV39716,DATA CENTER,LPT-10612,Omya Ram,Director
EMP11456,dev.kata13,Legal,Active,2023-04-08 00:23:27,Not Terminated,manager111,DEV26874,Unknown,WS-11456,Dev Kata,Analyst
EMP11718,ishaan.ratta20,Call Center,Active,2024-09-24 00:00:00,Not Terminated,manager497,DEV-91630,Regional_Office,VDR-11718,Ishaan Ratta,Analyst
EMP10272,chandani.sane64,Call Center,Active,2023-12-02 17:54:02,Not Terminated,manager914,Unknown,REMOTE,WS-10272,Chandani Sane,Consultant
EMP10521,damyanti.nayak82,IT,Active,2024-01-04 15:08:05,Not Terminated,unknown,DEV 68877,Head_Office,LPT-10521,Damyanti Nayak,Administrator
EMP11003,yashasvi.nayar20,Legal,Active,2024-05-21 14:43:32,Not Terminated,manager665,DEV37508,Branch Office,VDR-11003,Yashasvi Nayar,Engineer
EMP11373,vanya.barman11,Sales,Active,2023-09-11 20:43:00,Not Terminated,manager625,DEV 76461,remote,LPT-11373,Vanya Barman,Manager
EMP12522,kabir.thakur63,Sales,Active,2023-08-04 19:03:20,Not Terminated,manager977,DEV 73780,REMOTE,LPT-12522,Kabir Thakur,Analyst
EMP11938,omya.choudhury49,Operations,Active,2021-04-10 00:00:00,Not Terminated,manager676,DEV 77618,head office,WS-11938,Omya Choudhury,Consultant
EMP10350,ansh.majumdar95,Finance,Active,2021-05-24 00:14:47,Not Terminated,manager455,DEV27984,Head_Office,VDR-10350,Ansh Majumdar,Manager
EMP10949,Unknown,Customer Support,Active,Unknown,Not Terminated,manager901,DEV-63313,Unknown,VDR-10949,Rachita Gala,Executive
EMP12126,ekiya.kota86,Procurement,Terminated,2025-11-03 21:37:00,2025-03-23 06:54:47,manager942,DEV-84509,REMOTE,VDR-12126,Ekiya Kota,Specialist
EMP12387,advik.sura55,Legal,Active,2026-05-31 06:14:20,Not Terminated,Unknown,DEV-54141,Branch Office,WS-12387,Advik Sura,Consultant
EMP12862,mahika.borra10,Human Resources,On Leave,2021-12-09 07:18:14,2021-12-21 23:48:00,manager286,DEV 83712,warehouse,WS-12862,Mahika Borra,Consultant
EMP12672,meera.kulkarni21,Operations,Active,2021-06-05 06:02:25,Not Terminated,manager168,DEV32716,Unknown,LPT-12672,Meera Kulkarni,Engineer
EMP11179,ishani.tak59,Customer Support,Active,2023-09-08 07:08:00,Not Terminated,unknown,DEV50112,warehouse,VDR-11179,Ishani Tak,Administrator
EMP11036,sanaya.chaudhuri76,IT,Active,2026-04-11 14:48:09,Not Terminated,manager349,Unknown,HEAD OFFICE,VDR-11036,Sanaya Chaudhuri,Engineer
EMP12580,lohit.muni84,Sales,On Leave,2021-04-08 20:00:14,Not Terminated,Unknown,DEV-47877,data center,VDR-12580,Lohit Muni,Officer
EMP10168,kamala.chakrabarti17,Customer Support,Active,2020-02-26 15:22:03,Not Terminated,manager284,Unknown,REGIONAL OFFICE,VDR-10168,Kamala Chakrabarti,Manager
EMP12582,yashvi.jayaraman60,Sales,Active,2021-11-21 13:35:29,Not Terminated,manager565,DEV63947,Unknown,LPT-12582,Yashvi Jayaraman,Consultant
EMP12266,leena.sama5,Procurement,Active,2022-01-28 23:13:55,Not Terminated,manager882,Unknown,Unknown,WS-12266,Leena Sama,Analyst
EMP11954,krishna.mukherjee27,Operations,Active,Unknown,Not Terminated,manager845,DEV43779,Work_From_Home,VDR-11954,Krishna Mukherjee,Engineer
EMP12073,yashvi.biswas33,Supply Chain,Active,Unknown,Not Terminated,manager968,DEV-25267,Unknown,VDR-12073,Yashvi Biswas,Trainee
EMP12377,omkaar.peri46,Customer Support,Active,2025-05-05 03:24:19,Not Terminated,manager582,Unknown,Data_Center,LPT-12377,Omkaar Peri,Specialist
EMP10765,fiyaz.narayanan27,Finance,Active,2026-04-09 23:02:32,Not Terminated,unknown,DEV24884,Branch_Office,VDR-10765,Fiyaz Narayanan,Consultant
EMP12190,amrita.bhagat78,Procurement,Active,2025-06-16 23:06:21,Not Terminated,manager873,DEV82413,DATA CENTER,VDR-12190,Amrita Bhagat,Engineer
EMP12166,advika.barman44,Call Center,Active,2021-11-16 19:01:00,Not Terminated,manager618,DEV50438,Warehouse,WS-12166.,Advika Barman,Analyst
EMP12302,jeremiah.barman92,Human Resources,Active,2021-09-16 12:37:49,Not Terminated,manager924,DEV59842,Warehouse,VDR-12302,Jeremiah Barman,Specialist
EMP10219,ira.barad51,Operations,Active,2024-04-30 18:55:34,Not Terminated,manager141,DEV28909,Warehouse,WS-10219,Ira Barad,Consultant
EMP10367,abeer.nori99,Sales,Disabled,Unknown,2026-08-09 10:13:37,Unknown,DEV 44735,REMOTE,WS-10367,Abeer Nori,Trainee
EMP12545,odika.gara44,R&D,Active,2024-03-17 16:51:00,Not Terminated,manager441,DEV 13935,warehouse,WS-12545,Odika Gara,Trainee
EMP10879,indali.ramakrishnan84,Supply Chain,Active,2020-05-31 06:00:41,Not Terminated,Unknown,DEV84600,Remote,VDR-10879,Indali Ramakrishnan,Trainee
EMP12347,bahadurjit.zachariah8,R&D,Active,2023-09-12 05:53:06,Not Terminated,unknown,DEV12380,Work From Home,LPT-12347.,Bahadurjit Zachariah,Analyst
EMP11323,frederick.shetty55,Support,Terminated,Unknown,2024-08-02 10:59:48,manager159,DEV-25465,HEAD OFFICE,WS-11323.,Frederick Shetty,Executive
EMP11392,qadim.zacharia93,Compliance,Active,2021-04-16 18:34:29,Not Terminated,manager702,DEV81001,head office,VDR-11392,Qadim Zacharia,Analyst
EMP10351,rudra.chakraborty67,Support,Active,Unknown,Not Terminated,manager220,DEV-26637,Unknown,WS-10351,Rudra Chakraborty,Administrator
EMP11053,rajata.sandhu83,Finance,Active,2022-02-07 16:35:04,Not Terminated,manager778,DEV99268,Unknown,Unknown,Rajata Sandhu,Administrator
EMP11211,gagan.sunder65,Human Resources,Active,2022-12-30 00:00:00,Not Terminated,Unknown,DEV 64270,REGIONAL OFFICE,WS-11211,Gagan Sunder,Trainee
EMP11967,geetika.ratti44,Legal,Active,2026-03-20 06:58:19,Not Terminated,manager632,Unknown,head office,WS-11967,Geetika Ratti,Manager
EMP12771,garima.sinha95,R&D,Active,2023-11-02 00:00:00,Not Terminated,manager481,DEV-70816,Unknown,VDR-12771,Garima Sinha,Director
EMP12442,Unknown,Procurement,Active,2026-07-02 10:53:48,Not Terminated,manager817,Unknown,Unknown,WS-12442,Darpan Singhal,Manager
EMP10498,janaki.pathak70,Marketing,Active,2020-04-02 15:25:00,Not Terminated,manager668,DEV 94926,Remote,VDR-10498,Janaki Pathak,Executive
EMP11735,dayamai.dora92,IT,Active,2024-01-07 00:00:00,Not Terminated,manager482,Unknown,Remote,LPT-11735,Dayamai Dora,Administrator
EMP10210,yahvi.modi57,Legal,Active,2022-08-29 03:50:24,Not Terminated,Unknown,DEV 54589,Unknown,LPT-10210.,Yahvi Modi,Trainee
